date,ppm
3/1/14,397.92
3/8/14,398.88
3/15/14,400.68
3/22/14,399.62
3/29/14,400.34
4/5/14,401.32
4/12/14,401.22
4/19/14,401.29
4/26/14,401.42
5/3/14,401.74
5/10/14,401.51
5/17/14,402.18
5/24/14,401.44
5/31/14,402.12
6/7/14,401.55
6/14/14,401.31
6/21/14,401.21
6/28/14,400.57
7/5/14,400.06
7/12/14,399.58
7/19/14,398.54
7/26/14,397.86
8/2/14,397.86
8/9/14,397.45
8/16/14,397.23
8/23/14,396.75
8/30/14,396.37
9/6/14,396.35
9/13/14,394.8
9/20/14,395.32
9/27/14,395.55
10/4/14,395.57
10/11/14,395.49
10/18/14,395.72
10/25/14,395.91
11/1/14,396.52
11/8/14,396.9
11/15/14,397.34
11/22/14,397.24
11/29/14,398.1
12/6/14,398.26
12/13/14,398.92
12/20/14,399.09
12/27/14,399.01
1/3/15,399.92
1/10/15,399.86
1/17/15,399.72
1/24/15,399.98
1/31/15,400.2
2/7/15,400.02
2/14/15,400.15
2/21/15,400.36
2/28/15,401.03
3/7/15,401.63
3/14/15,401.8
3/21/15,400.79
3/28/15,402.5
4/4/15,402.74
4/11/15,403.88
4/18/15,403.8
4/25/15,403.22
5/2/15,404.07
5/9/15,404.09
5/16/15,404.31
5/23/15,403.85
5/30/15,403.81
6/6/15,403.45
6/13/15,402.72
6/20/15,402.63
6/27/15,402.36
7/4/15,402.25
7/11/15,401.71
7/18/15,401.02
7/25/15,401.3
8/1/15,398.74
8/8/15,399.21
8/15/15,399.12
8/22/15,399.03
8/29/15,398.8
9/5/15,398.16
9/12/15,397.1
9/19/15,397.57
9/26/15,397.42
10/3/15,397.74
10/10/15,398.51
10/17/15,398.61
10/24/15,398.43
10/31/15,398.87
11/7/15,399.53
11/14/15,400.75
11/21/15,400.42
11/28/15,400.83
12/5/15,400.91
12/12/15,402.4
12/19/15,402.32
12/26/15,402.01
1/2/16,402.25
1/9/16,402.23
1/16/16,402.68
1/23/16,403.26
1/30/16,402.79
2/6/16,404.98
2/13/16,403.22
2/20/16,404.59
2/27/16,403.98
3/5/16,403.99
3/12/16,404.51
3/19/16,405.01
3/26/16,406.16
4/2/16,405.7
4/9/16,408.56
4/16/16,408.16
4/23/16,407.7
4/30/16,407.84
5/7/16,407.51
5/14/16,407.54
5/21/16,407.41
5/28/16,407.92
6/4/16,407.52
6/11/16,406.99
6/18/16,407.02
6/25/16,406.4
7/2/16,405.96
7/9/16,404.93
7/16/16,403.64
7/23/16,403.71
7/30/16,403.76
8/6/16,403.22
8/13/16,402.11
8/20/16,401.78
8/27/16,401.43
9/3/16,401.27
9/10/16,401.13
9/17/16,401.25
9/24/16,400.85
10/1/16,400.82
10/8/16,401.2
10/15/16,401.7
10/22/16,401.82
10/29/16,402.38
11/5/16,403.15
11/12/16,403.12
11/19/16,403.95
11/26/16,404.44
12/3/16,404.16
12/10/16,404.28
12/17/16,404.63
12/24/16,404.66
12/31/16,405.38
1/7/17,405.94
1/14/17,405.91
1/21/17,406.37
1/28/17,406.35
2/4/17,406.2
2/11/17,406.02
2/18/17,406.17
2/25/17,408.07
3/4/17,407.06
3/11/17,406.53
3/18/17,406.73
3/25/17,407.89
4/1/17,408.66
4/8/17,407.19
4/15/17,409.12
4/22/17,409.89
4/29/17,409.04
5/6/17,409.54
5/13/17,409.83
5/20/17,410.18
5/27/17,409.88
6/3/17,409.67
6/10/17,409.62
6/17/17,408.82
6/24/17,408.43
7/1/17,407.77
7/8/17,407.68
7/15/17,407.11
7/22/17,406.76
7/29/17,406.5
8/5/17,405.93
8/12/17,405.55
8/19/17,404.81
8/26/17,404.54
9/2/17,404.1
9/9/17,403.39
9/16/17,403.44
9/23/17,402.95
9/30/17,402.73
10/7/17,403.19
10/14/17,403.6
10/21/17,404.05
10/28/17,404.25
11/4/17,404.28
11/11/17,404.51
11/18/17,405.53
11/25/17,406.36
12/2/17,406.85
12/9/17,406.16
12/16/17,406.5
12/23/17,407.07
12/30/17,407.24
1/6/18,407.96
1/13/18,408.08
1/20/18,408.26
1/27/18,408.05
2/3/18,407.63
2/10/18,408.41
2/17/18,408.46
2/24/18,408.69
3/3/18,408.77
3/10/18,409.64
3/17/18,408.69
3/24/18,409.77
3/31/18,409.63
4/7/18,409.41
4/14/18,410.1
4/21/18,411.36
4/28/18,410.58
5/5/18,409.75
5/12/18,411.62
5/19/18,411.43
5/26/18,411.81
6/2/18,411.15
6/9/18,411.24
6/16/18,410.56
6/23/18,410.81
6/30/18,410.19
7/7/18,409.29
7/14/18,409.07
7/21/18,408.49
7/28/18,408.08
8/4/18,407.36
8/11/18,407.28
8/18/18,407.07
8/25/18,406.63
9/1/18,405.98
9/8/18,405.61
9/15/18,405.6
9/22/18,405.69
9/29/18,405.56
10/6/18,405.56
10/13/18,405.91
10/20/18,406.42
10/27/18,406.51
