date,ppm
3/29/58,316.19
4/5/58,317.31
4/12/58,317.69
4/19/58,317.58
4/26/58,316.48
5/3/58,316.95
5/17/58,317.56
5/24/58,317.99
7/5/58,315.85
7/12/58,315.85
7/19/58,315.46
7/26/58,315.59
8/2/58,315.64
8/9/58,315.1
8/16/58,315.09
8/30/58,314.14
9/6/58,313.54
11/8/58,313.05
11/15/58,313.26
11/22/58,313.57
11/29/58,314.01
12/6/58,314.56
12/13/58,314.41
12/20/58,314.77
12/27/58,315.21
1/3/59,315.24
1/10/59,315.5
1/17/59,315.69
1/24/59,315.86
1/31/59,315.42
2/14/59,316.94
2/21/59,316.61
2/28/59,316.62
3/7/59,316.81
3/21/59,316.73
3/28/59,316.71
4/4/59,317.72
4/11/59,317.12
4/18/59,317.64
4/25/59,318.32
5/2/59,318.27
5/9/59,318.78
5/16/59,318.05
5/23/59,318.43
6/6/59,318.53
6/13/59,318.14
6/20/59,317.88
6/27/59,317.76
7/4/59,316.86
7/11/59,316.83
7/18/59,316.45
7/25/59,316.16
8/1/59,315.62
8/8/59,314.91
8/22/59,315
8/29/59,314.15
9/5/59,314.45
9/12/59,313.93
9/19/59,313.57
9/26/59,313.54
10/3/59,313.04
10/10/59,313.15
10/17/59,313.43
10/24/59,313.46
10/31/59,314.12
11/7/59,314.42
11/14/59,314.88
11/21/59,315.2
11/28/59,315.11
12/5/59,315.06
12/12/59,315.64
12/19/59,315.86
12/26/59,315.77
1/2/60,315.72
1/9/60,316.4
1/16/60,316.73
1/23/60,316.57
1/30/60,316.68
2/6/60,316.61
2/13/60,316.98
2/20/60,317.42
2/27/60,317
3/5/60,316.96
3/12/60,317.76
3/19/60,318.07
3/26/60,317.77
4/2/60,318.61
4/9/60,319.34
4/16/60,319.01
4/23/60,319.03
4/30/60,319.77
5/7/60,319.96
5/14/60,319.82
5/21/60,320.04
5/28/60,320.06
6/4/60,319.46
6/11/60,320.08
6/18/60,319.42
6/25/60,319.09
7/2/60,318.18
7/9/60,318.64
7/16/60,318.41
7/23/60,317.91
7/30/60,317.33
8/6/60,316.62
8/13/60,316.7
8/20/60,315.1
8/27/60,314.78
9/3/60,314.72
9/10/60,314.58
9/17/60,314.28
9/24/60,313.33
10/1/60,313.66
10/8/60,313.32
10/15/60,313.92
10/22/60,314.21
10/29/60,314.29
11/5/60,314.5
11/12/60,315.1
11/19/60,315.1
11/26/60,315.41
12/3/60,315.84
12/10/60,316.07
12/17/60,316.21
12/24/60,316.4
12/31/60,316.67
1/7/61,316.73
1/14/61,317.02
1/21/61,317.03
1/28/61,317.01
2/4/61,317.06
2/11/61,317.75
2/18/61,317.94
2/25/61,318
3/4/61,318.04
3/11/61,318.51
3/18/61,318.92
3/25/61,318.71
4/1/61,319.41
4/8/61,319.55
4/15/61,318.9
4/22/61,319.74
4/29/61,319.67
5/6/61,320.67
5/13/61,320.46
5/20/61,320.61
5/27/61,320.36
6/3/61,320.09
6/10/61,320.02
6/17/61,319.62
6/24/61,319.49
7/1/61,319.26
7/8/61,319.07
7/15/61,318.49
7/22/61,317.16
7/29/61,317.97
8/5/61,317.91
8/12/61,317.33
8/19/61,316.76
8/26/61,315.26
9/2/61,315.28
9/9/61,314.97
9/16/61,314.53
9/23/61,315.06
9/30/61,315.61
10/7/61,314.97
10/14/61,315.43
10/21/61,315.48
10/28/61,315.72
11/4/61,315.82
11/11/61,315.7
11/18/61,316.21
11/25/61,316.55
12/2/61,316.52
12/9/61,317.02
12/16/61,316.94
12/23/61,317.18
12/30/61,317.46
1/6/62,317.99
1/13/62,318.12
1/20/62,318.07
1/27/62,317.78
2/3/62,318.08
2/10/62,318.35
2/17/62,318.92
2/24/62,319.38
3/3/62,319.28
3/10/62,319.46
3/17/62,319.95
3/24/62,319.78
3/31/62,320.27
4/7/62,320.26
4/14/62,321.03
4/21/62,320.78
4/28/62,320.36
5/5/62,320.89
5/12/62,320.78
5/19/62,321.05
5/26/62,321.16
6/2/62,320.91
6/9/62,320.87
6/16/62,320.52
6/23/62,320.15
6/30/62,320.23
7/7/62,320.1
7/14/62,319.95
7/21/62,319.01
7/28/62,318.75
8/4/62,318.68
8/11/62,317.24
8/18/62,317.48
9/15/62,316.65
9/22/62,315.72
9/29/62,315.92
10/6/62,315.1
10/13/62,315.4
10/20/62,315.72
10/27/62,315.78
11/3/62,315.94
11/10/62,316.49
11/17/62,316.92
11/24/62,317.08
12/1/62,317.19
12/8/62,317.31
12/15/62,317.66
12/22/62,318.18
1/5/63,318.54
1/12/63,318.73
1/19/63,318.9
1/26/63,318.82
2/2/63,318.77
2/9/63,318.95
2/23/63,319.37
3/2/63,319.35
3/9/63,319.7
3/16/63,319.8
3/23/63,320.34
3/30/63,320.29
4/6/63,320.38
4/13/63,320.96
4/20/63,322.05
4/27/63,321.92
5/11/63,321.97
5/18/63,322.28
5/25/63,322.27
6/1/63,322.32
6/8/63,322.09
6/15/63,321.83
6/22/63,320.88
6/29/63,320.49
7/6/63,320.12
7/13/63,319.82
7/20/63,319.56
7/27/63,319.06
8/3/63,318.6
8/10/63,318.27
8/17/63,317.73
8/24/63,317.12
8/31/63,316.44
9/7/63,316.81
9/14/63,315.99
9/21/63,316.03
9/28/63,315.93
10/5/63,316.28
10/12/63,315.65
10/19/63,316.14
10/26/63,316.36
11/2/63,316.63
11/9/63,316.83
11/16/63,317.13
11/30/63,317.56
12/7/63,318.07
12/14/63,318.27
12/21/63,318.59
12/28/63,318.74
1/4/64,319.04
1/11/64,319.49
1/18/64,319.88
5/30/64,322.07
6/6/64,322.06
6/27/64,321.57
7/4/64,321.14
7/11/64,319.95
7/18/64,320.28
7/25/64,320.02
8/1/64,319.14
8/15/64,318.61
8/22/64,318.23
8/29/64,318.11
9/5/64,317.48
9/12/64,316.57
9/19/64,315.59
9/26/64,317.01
10/3/64,316.93
10/10/64,316.51
10/17/64,316.86
10/24/64,317.05
10/31/64,317.65
11/7/64,317.77
11/14/64,317.65
11/21/64,317.52
11/28/64,318.11
12/5/64,318.42
12/12/64,318.58
12/19/64,318.93
12/26/64,318.91
1/2/65,319.08
1/9/65,319.17
1/16/65,319.16
1/23/65,319.79
1/30/65,320.12
2/6/65,320.2
2/13/65,320.16
2/20/65,320.7
2/27/65,320.89
3/6/65,321.07
3/13/65,320.98
3/20/65,320.49
3/27/65,321.4
4/3/65,321.95
4/10/65,322.27
4/17/65,322.17
4/24/65,321.86
5/1/65,322.46
5/8/65,322.22
5/15/65,321.94
5/22/65,321.69
5/29/65,322.26
6/5/65,321.87
6/12/65,321.77
6/19/65,321.77
6/26/65,321.99
7/3/65,321.97
7/10/65,321.85
7/17/65,321.76
7/24/65,320.47
7/31/65,319.49
8/7/65,319.47
8/14/65,318.02
8/21/65,318.82
8/28/65,318.73
9/4/65,318.39
9/11/65,318.05
9/18/65,318.26
9/25/65,316.85
10/2/65,316.6
10/9/65,317.26
10/16/65,317.86
10/23/65,317.56
10/30/65,317.63
11/6/65,318.3
11/13/65,319.26
11/20/65,318.99
11/27/65,319.17
12/4/65,319.09
12/11/65,319.37
12/18/65,319.39
12/25/65,319.7
1/1/66,319.69
1/8/66,320.49
1/15/66,320.63
1/22/66,321.09
1/29/66,321.16
2/5/66,321.26
2/12/66,321.75
2/19/66,321.67
2/26/66,321.8
3/5/66,322.1
3/12/66,322.14
3/19/66,322.57
3/26/66,322.86
4/2/66,323.55
4/9/66,323.62
4/16/66,323.88
4/23/66,323.91
4/30/66,323.53
5/7/66,324
5/14/66,324.1
5/21/66,323.72
5/28/66,324.31
6/4/66,324.02
6/11/66,323.88
6/18/66,323.75
6/25/66,323.32
7/2/66,322.82
7/9/66,322.9
8/6/66,321.31
8/13/66,320.85
8/20/66,319.16
8/27/66,319.64
9/3/66,319.94
9/10/66,318.22
9/17/66,318.46
9/24/66,318.31
10/1/66,317.9
10/8/66,317.9
10/15/66,318.21
10/22/66,318.61
10/29/66,318.39
11/12/66,319.59
11/19/66,320.03
11/26/66,320.24
12/3/66,320.8
12/10/66,320.87
12/17/66,321.16
12/24/66,321.31
12/31/66,321.37
1/7/67,321.92
1/14/67,322.93
2/4/67,322.19
2/11/67,322.23
2/18/67,322.86
2/25/67,322.6
3/4/67,322.94
3/11/67,322.6
3/18/67,323.33
3/25/67,323.24
4/1/67,323.15
4/8/67,324.21
4/15/67,324.41
4/22/67,324.6
4/29/67,325.16
5/6/67,325.26
5/13/67,324.78
5/20/67,325.09
5/27/67,324.94
6/3/67,324.95
6/10/67,324.65
6/17/67,323.31
6/24/67,323.5
7/1/67,322.89
7/8/67,322.85
7/15/67,322.45
7/22/67,322.4
7/29/67,322.04
8/5/67,321.65
8/12/67,321.4
8/19/67,320.48
8/26/67,320.01
9/2/67,320.07
9/9/67,319.43
9/16/67,319.35
9/23/67,319.03
9/30/67,318.81
10/7/67,318.88
10/14/67,319.86
10/21/67,319.47
10/28/67,319.86
11/4/67,320.01
11/11/67,320.34
11/18/67,320.91
11/25/67,321.54
12/2/67,321.4
12/9/67,321.89
12/16/67,322.29
12/23/67,321.98
12/30/67,322.3
1/6/68,322.46
1/13/68,322.5
1/20/68,322.59
1/27/68,322.83
2/3/68,322.66
2/10/68,323.17
2/17/68,323.46
2/24/68,323.18
3/2/68,323.15
3/9/68,323.85
3/16/68,323.85
3/23/68,324.21
3/30/68,324.77
4/6/68,324.79
4/13/68,325.04
4/20/68,324.84
4/27/68,325.45
5/4/68,325.63
5/11/68,325.09
5/18/68,325.52
5/25/68,325.86
6/1/68,325.67
6/8/68,325.71
6/15/68,325.56
6/22/68,324.99
6/29/68,324.63
7/6/68,324.7
7/13/68,324.13
7/20/68,323.94
7/27/68,323.4
8/3/68,322.49
8/10/68,322.27
8/17/68,322.02
8/24/68,321.74
8/31/68,321.42
9/7/68,320.44
9/14/68,321.18
9/21/68,319.78
9/28/68,319.89
10/5/68,320.57
10/12/68,320.52
10/19/68,320.26
10/26/68,319.92
11/2/68,320.7
11/9/68,320.89
11/16/68,321.4
11/23/68,321.78
11/30/68,322.06
12/7/68,322.44
12/14/68,322.91
12/21/68,323.33
12/28/68,323.19
1/4/69,323.39
1/11/69,324.06
1/18/69,324.36
1/25/69,324.14
2/1/69,324.16
2/8/69,323.92
2/15/69,324.37
2/22/69,324.86
3/1/69,325.14
3/8/69,325.58
3/15/69,325.72
3/22/69,325.96
3/29/69,325.89
4/5/69,326.27
4/12/69,327.13
4/19/69,326.58
4/26/69,326.57
5/3/69,327.52
5/10/69,327.82
5/17/69,326.86
5/24/69,326.92
5/31/69,327.43
6/7/69,326.51
6/14/69,326.78
6/21/69,326.73
6/28/69,326.37
7/5/69,326.16
7/12/69,326.07
7/19/69,325.72
7/26/69,325.47
8/2/69,324.5
8/9/69,324.56
8/16/69,323.14
8/23/69,322.56
8/30/69,323.14
9/6/69,322.21
9/13/69,322.79
9/20/69,322.84
9/27/69,321.96
10/4/69,321.5
10/11/69,321.82
10/18/69,322
10/25/69,321.93
11/1/69,322.21
11/8/69,322.64
11/15/69,322.78
11/22/69,323.1
11/29/69,323.52
12/6/69,323.91
12/13/69,323.99
12/20/69,324.22
12/27/69,324.5
1/3/70,324.7
1/10/70,325.4
1/17/70,325.05
1/24/70,324.8
1/31/70,325.55
2/7/70,325.7
2/14/70,326.02
2/21/70,326.32
2/28/70,326.17
3/7/70,326.85
3/14/70,326.8
3/21/70,327.51
3/28/70,326.95
4/4/70,328.2
4/11/70,327.84
4/18/70,327.81
4/25/70,328.55
5/2/70,327.99
5/9/70,327.56
5/16/70,328.03
5/23/70,328.33
5/30/70,327.98
6/6/70,327.55
6/13/70,327.86
6/20/70,327.71
6/27/70,327.23
7/4/70,327.29
7/11/70,326.24
7/18/70,326.28
7/25/70,325.63
8/1/70,325.24
8/8/70,325.21
8/15/70,324.86
8/22/70,324.84
8/29/70,323.33
9/5/70,322.97
9/12/70,323.58
9/19/70,323.18
9/26/70,323.15
10/3/70,323.21
10/10/70,323.56
10/17/70,322.92
10/24/70,323.02
10/31/70,323.18
11/7/70,323.69
11/14/70,323.76
11/21/70,324.23
11/28/70,324.71
12/5/70,324.73
12/12/70,325
12/19/70,325.29
12/26/70,325.58
1/2/71,325.77
1/9/71,325.89
1/16/71,325.9
1/23/71,326.72
1/30/71,326.68
2/6/71,326.55
2/13/71,326.49
2/20/71,326.79
2/27/71,327.05
3/6/71,327.15
3/13/71,327.34
3/20/71,327.08
3/27/71,327.45
4/3/71,327.44
4/10/71,327.1
4/17/71,327.71
4/24/71,328.56
5/1/71,328.2
5/8/71,329.07
5/15/71,329.28
5/22/71,328.92
5/29/71,328.81
6/5/71,328.56
6/12/71,328.8
6/19/71,328.18
6/26/71,328.52
7/3/71,327.92
7/10/71,327.88
7/17/71,327.55
7/24/71,326.21
7/31/71,326.74
8/7/71,326.12
8/14/71,325.61
8/21/71,325.39
8/28/71,324.04
9/4/71,323.65
9/11/71,323.51
9/18/71,323.26
9/25/71,323.3
10/2/71,323.32
10/9/71,322.95
10/16/71,323.52
10/23/71,323.69
10/30/71,324.4
11/6/71,324.36
11/13/71,324.53
11/20/71,325.04
11/27/71,325.51
12/4/71,325.38
12/11/71,325.93
12/18/71,326.28
12/25/71,326.35
1/1/72,326.61
1/8/72,326.67
1/15/72,326.62
1/22/72,326.68
1/29/72,327.24
2/5/72,327.4
2/12/72,327.95
2/19/72,327.83
2/26/72,327.42
3/4/72,327.58
3/11/72,327.16
3/18/72,327.78
3/25/72,328.62
4/1/72,328.97
4/8/72,329.47
4/15/72,329.83
4/22/72,330.13
4/29/72,330.02
5/6/72,330.04
5/13/72,329.75
5/20/72,330.11
5/27/72,330.21
6/3/72,329.71
6/10/72,329.15
6/17/72,329.04
6/24/72,328.52
7/1/72,328.63
7/8/72,328.3
7/15/72,327.72
7/22/72,328.14
7/29/72,327.51
8/5/72,326.92
8/12/72,326.66
8/19/72,326.57
8/26/72,325.05
9/2/72,325.4
9/9/72,325.77
9/16/72,324.81
9/23/72,324.26
9/30/72,324.23
10/7/72,324.88
10/14/72,325.52
10/21/72,325.11
10/28/72,325.86
11/4/72,326.32
11/11/72,326.13
11/18/72,326.44
11/25/72,326.98
12/2/72,326.94
12/9/72,327.16
12/16/72,327.6
12/23/72,327.91
12/30/72,328.26
1/6/73,328.4
1/13/73,328.44
1/20/73,328.66
1/27/73,328.86
2/3/73,329.19
2/10/73,329.53
2/17/73,329.67
2/24/73,329.7
3/3/73,329.95
3/10/73,330.11
3/17/73,330.55
3/24/73,330.83
3/31/73,330.68
4/7/73,331.22
4/14/73,331.1
4/21/73,331.94
4/28/73,332.16
5/5/73,332.21
5/12/73,332.35
5/19/73,332.63
5/26/73,332.58
6/2/73,332.27
6/9/73,332.58
6/16/73,332.02
6/23/73,331.63
6/30/73,331.43
7/7/73,331.53
7/14/73,331.07
7/21/73,330.08
7/28/73,330.13
8/4/73,330.05
8/11/73,329.54
8/18/73,329.36
8/25/73,328.53
9/1/73,328.45
9/8/73,327.65
9/15/73,327.81
9/22/73,327.1
9/29/73,326.6
10/6/73,327.05
10/13/73,327.4
10/20/73,327.48
10/27/73,327.18
11/3/73,327.59
11/10/73,328.02
11/17/73,328.2
11/24/73,328.57
12/1/73,329.05
12/8/73,328.7
12/15/73,328.65
12/22/73,328.24
12/29/73,328.71
1/5/74,328.91
1/12/74,329.29
1/19/74,329.41
1/26/74,329.85
2/2/74,330.54
2/9/74,330.81
2/16/74,330.61
2/23/74,330.68
3/2/74,330.79
3/9/74,331.2
3/16/74,332.11
3/23/74,332
3/30/74,331.56
4/6/74,332.47
4/13/74,332.14
4/20/74,332.93
4/27/74,333.17
5/4/74,332.95
5/11/74,333.09
5/18/74,333.27
5/25/74,332.87
6/1/74,332.93
6/8/74,332.03
6/15/74,332.03
6/22/74,332.26
6/29/74,331.73
7/6/74,331.73
7/13/74,331.29
7/20/74,330.47
7/27/74,331.02
8/3/74,330.09
8/10/74,329.92
8/17/74,329.29
8/24/74,328.97
8/31/74,328.19
9/7/74,328.03
9/14/74,327.35
9/21/74,326.91
9/28/74,327.38
10/5/74,327.39
10/12/74,327.06
10/19/74,327.56
10/26/74,327.7
11/2/74,327.99
11/9/74,328.09
11/16/74,328.83
11/23/74,328.65
11/30/74,328.75
12/7/74,329.5
12/14/74,329.73
12/21/74,329.82
12/28/74,329.78
1/4/75,329.93
1/11/75,329.82
1/18/75,330.27
1/25/75,331.13
2/1/75,331.18
2/8/75,331.47
2/15/75,331
2/22/75,331.72
3/1/75,331.88
3/8/75,331.61
3/15/75,331.96
3/22/75,332.27
3/29/75,332.58
4/5/75,333.03
4/12/75,333.58
4/19/75,333.54
4/26/75,333.13
5/3/75,333.94
5/10/75,333.93
5/17/75,333.76
5/24/75,333.73
5/31/75,334.13
6/7/75,333.87
6/14/75,333.38
6/21/75,333.45
6/28/75,333.19
7/5/75,332.71
7/12/75,332.05
7/19/75,331.05
7/26/75,331.57
8/2/75,330.83
8/9/75,330.7
8/16/75,330.35
8/23/75,329.3
8/30/75,328.88
9/6/75,329.45
9/13/75,328.52
9/20/75,328.09
9/27/75,328.28
10/4/75,328.03
10/11/75,328.05
10/18/75,328.57
10/25/75,328.81
11/1/75,329.35
11/8/75,329.2
11/15/75,329.17
11/22/75,329.54
11/29/75,330.14
12/6/75,330.35
12/13/75,330.54
12/20/75,331.13
12/27/75,331.29
1/3/76,331.57
1/10/76,331.51
1/17/76,331.74
1/24/76,331.87
1/31/76,332.28
2/7/76,332.19
2/14/76,332.52
2/21/76,333.26
2/28/76,332.48
3/6/76,332.81
3/13/76,333.6
3/20/76,333.14
3/27/76,334.39
4/3/76,334.73
4/10/76,334.26
4/17/76,334.42
4/24/76,334.54
5/1/76,334.74
5/8/76,334.33
5/15/76,334.6
5/22/76,335.43
5/29/76,334.87
6/5/76,334.36
6/12/76,334.63
6/19/76,334.32
7/3/76,333.66
7/10/76,333.42
7/17/76,332.85
7/24/76,332.47
7/31/76,332.13
8/7/76,331.72
8/14/76,330.65
8/21/76,330.69
8/28/76,330.09
9/4/76,329.75
9/11/76,330.09
9/18/76,329.33
9/25/76,328.42
10/2/76,328.85
10/9/76,329.06
10/16/76,329.6
10/23/76,329.17
10/30/76,329.03
11/6/76,329.84
11/13/76,330.43
11/20/76,330.59
11/27/76,330.7
12/4/76,331.15
12/11/76,331.33
12/18/76,331.92
12/25/76,332.2
1/1/77,332.58
1/8/77,332.43
1/15/77,333.14
1/22/77,333.24
1/29/77,333.22
2/5/77,333.41
2/12/77,333.33
2/19/77,333.45
2/26/77,333.63
3/5/77,334.1
3/12/77,334.67
3/19/77,335.11
3/26/77,335.02
4/2/77,335.53
4/9/77,335.94
4/16/77,336.01
4/23/77,336.12
4/30/77,336.78
5/7/77,336.8
5/14/77,336.47
5/21/77,336.84
5/28/77,336.72
6/4/77,336.49
6/11/77,336.31
6/18/77,336.19
6/25/77,336.03
7/2/77,335.59
7/9/77,335.1
7/16/77,335.11
7/23/77,334.6
7/30/77,333.76
8/6/77,333.01
8/13/77,332.98
8/20/77,332.84
8/27/77,332.85
9/3/77,332.17
9/10/77,331.21
9/17/77,332.1
9/24/77,330.96
10/1/77,330.45
10/8/77,330.95
10/15/77,331.52
10/22/77,331.52
10/29/77,331.74
11/5/77,332.13
11/12/77,332.03
11/19/77,332.59
11/26/77,332.85
12/3/77,333.2
12/10/77,333.51
12/17/77,333.85
12/24/77,334.25
12/31/77,334.67
1/7/78,334.27
1/14/78,334.63
1/21/78,335.46
1/28/78,335.94
2/4/78,335
2/11/78,335.13
2/18/78,335.66
2/25/78,335.7
3/4/78,336.27
3/11/78,336.1
3/18/78,336.8
3/25/78,337.39
4/1/78,337.08
4/8/78,337.99
4/15/78,337.94
4/22/78,337.47
4/29/78,338.05
5/6/78,338.07
5/13/78,338.1
5/20/78,337.82
5/27/78,337.9
6/3/78,338.48
6/10/78,338.23
6/17/78,337.86
6/24/78,337.39
7/1/78,337.69
7/8/78,336.79
7/15/78,336.72
7/22/78,335.95
7/29/78,335.69
8/5/78,335.17
8/12/78,334.84
8/19/78,334.41
8/26/78,334.37
9/2/78,333.88
9/9/78,332.88
9/16/78,332.19
9/23/78,332.38
9/30/78,332.76
10/7/78,332.1
10/14/78,332.45
10/21/78,333.02
10/28/78,333.18
11/4/78,333.58
11/11/78,333.85
11/18/78,333.88
11/25/78,334.2
12/2/78,334.52
12/9/78,334.8
12/16/78,335.15
12/23/78,335.12
12/30/78,335.32
1/6/79,335.36
1/13/79,335.97
1/20/79,336.85
1/27/79,336.95
2/3/79,336.9
2/10/79,336.54
2/17/79,336.71
2/24/79,336.79
3/3/79,337.12
3/10/79,337.79
3/17/79,337.43
3/24/79,339.02
3/31/79,338.8
4/7/79,338.17
4/14/79,338.66
4/21/79,339.25
4/28/79,339.6
5/5/79,339.3
5/12/79,338.88
5/19/79,339.86
5/26/79,339.62
6/2/79,339.93
6/9/79,339.52
6/16/79,338.9
6/23/79,338.95
6/30/79,339
7/7/79,338.28
7/14/79,337.82
7/21/79,337.37
7/28/79,336.84
8/4/79,337.03
8/11/79,336.59
8/18/79,336.17
8/25/79,334.56
9/1/79,334.45
9/8/79,334
9/15/79,334.21
9/22/79,333.28
9/29/79,334.11
10/6/79,334.1
10/13/79,333.97
10/20/79,333.74
10/27/79,334.16
11/3/79,334.73
11/10/79,334.86
11/17/79,335.59
11/24/79,335.68
12/1/79,335.99
12/8/79,336.5
12/15/79,336.77
12/22/79,336.88
12/29/79,337.4
1/5/80,337.67
1/12/80,337.48
1/19/80,338.38
1/26/80,338.49
2/2/80,338.05
2/9/80,338.14
2/16/80,338.68
2/23/80,338.26
3/1/80,339.31
3/8/80,339.54
3/15/80,340.02
3/22/80,340.54
3/29/80,341.01
4/5/80,340.41
4/12/80,340.95
4/19/80,340.75
4/26/80,341.06
5/3/80,341.52
5/10/80,341.3
5/17/80,341.38
5/24/80,340.92
5/31/80,341.72
6/7/80,341.38
6/14/80,341.39
6/21/80,340.87
6/28/80,340.4
7/5/80,340.44
7/12/80,339.78
7/19/80,338.51
7/26/80,338.92
8/2/80,337.98
8/9/80,337.77
8/16/80,337.75
8/23/80,337.79
8/30/80,337.01
9/6/80,336.65
9/13/80,335.75
9/20/80,335.28
9/27/80,336.03
10/4/80,335.83
10/11/80,335.87
10/18/80,336.1
10/25/80,336.42
11/1/80,336.65
11/8/80,336.98
11/15/80,337.14
11/22/80,337.31
11/29/80,337.41
12/6/80,337.77
12/13/80,338.1
12/20/80,338.39
12/27/80,338.72
1/3/81,338.94
1/10/81,339.13
1/17/81,339.39
1/24/81,339.36
1/31/81,339.55
2/7/81,340.57
2/14/81,340.04
2/21/81,340.2
2/28/81,341.11
3/7/81,340.73
3/14/81,341.04
3/21/81,341.89
3/28/81,342.19
4/4/81,342.42
4/11/81,342.49
4/18/81,342.78
4/25/81,342.3
5/2/81,342.95
5/9/81,343
5/16/81,342.8
5/23/81,342.7
5/30/81,342.75
6/6/81,342.64
6/13/81,342.54
6/20/81,341.81
6/27/81,341.64
7/4/81,341.05
7/11/81,340.87
7/18/81,339.76
7/25/81,340.21
8/1/81,339.56
8/8/81,338.92
8/15/81,338.48
8/22/81,337.57
8/29/81,337.73
9/5/81,337.2
9/12/81,337.03
9/19/81,336.75
9/26/81,335.95
10/3/81,336.3
10/10/81,336.65
10/17/81,337.13
10/24/81,337.22
10/31/81,337.56
11/7/81,337.87
11/14/81,338.14
11/21/81,338.57
11/28/81,339.3
12/5/81,339.29
12/12/81,339.41
12/19/81,339.65
12/26/81,340.23
1/2/82,340.28
1/9/82,340.39
1/16/82,340.72
1/23/82,341.13
1/30/82,341.29
2/6/82,341.94
2/13/82,341.11
2/20/82,341.14
2/27/82,342.19
3/6/82,342.66
3/13/82,342.61
3/20/82,342.78
3/27/82,342.81
4/3/82,342.96
4/10/82,343.3
4/17/82,343.5
4/24/82,344.29
5/1/82,343.83
5/8/82,343.68
5/15/82,344.29
5/22/82,344.1
5/29/82,344.1
6/5/82,343.48
6/12/82,343.5
6/19/82,343.46
6/26/82,342.91
7/3/82,342.53
7/10/82,342.03
7/17/82,342.02
7/24/82,341.81
7/31/82,341.31
8/7/82,340.57
8/14/82,340.06
8/21/82,339.71
8/28/82,338.32
9/4/82,338.88
9/11/82,338.61
9/18/82,337.84
9/25/82,336.92
10/2/82,337.32
10/9/82,338.09
10/16/82,337.6
10/23/82,337.94
10/30/82,338.7
11/6/82,338.49
11/13/82,339.2
11/20/82,339.72
11/27/82,339.88
12/4/82,339.86
12/11/82,340.43
12/18/82,340.71
12/25/82,340.82
1/1/83,340.94
1/8/83,341.44
1/15/83,341.57
1/22/83,341.25
1/29/83,341.72
2/5/83,342
2/12/83,342.77
2/19/83,342.5
2/26/83,342.84
3/5/83,342.38
3/12/83,342.58
3/19/83,344.06
3/26/83,343.81
4/2/83,344.02
4/9/83,344.89
4/16/83,345.07
4/23/83,345.32
4/30/83,345.46
5/7/83,345.43
5/14/83,345.77
5/21/83,345.85
5/28/83,345.76
6/4/83,345.68
6/11/83,345.6
6/18/83,345.04
6/25/83,344.97
7/2/83,344.74
7/9/83,344.59
7/16/83,343.73
7/23/83,343.66
7/30/83,342.6
8/6/83,343.05
8/13/83,341.7
8/20/83,342.14
8/27/83,341.8
9/3/83,339.94
9/10/83,339.99
9/17/83,339.86
9/24/83,339.98
10/1/83,339.87
10/8/83,339.76
10/15/83,340.12
10/22/83,340.25
10/29/83,340.37
11/5/83,340.8
11/12/83,341
11/19/83,341.18
11/26/83,341.7
12/3/83,341.87
12/10/83,342.85
12/17/83,343.39
12/24/83,343.61
12/31/83,343.47
1/7/84,343.78
1/14/84,343.47
1/21/84,343.5
1/28/84,344.16
2/4/84,344.35
2/11/84,344.57
2/18/84,344.33
2/25/84,344.69
3/3/84,344.88
3/10/84,344.95
3/17/84,345.45
3/24/84,345.69
4/28/84,347.47
5/5/84,347.49
5/12/84,347.78
5/19/84,347.36
5/26/84,347.03
6/2/84,347.09
6/9/84,347.02
6/16/84,346.89
6/23/84,346.37
6/30/84,346.24
7/7/84,345.82
7/14/84,345.48
7/21/84,345.25
7/28/84,344.48
8/4/84,344.05
8/11/84,344.12
8/18/84,343.19
8/25/84,342.05
9/1/84,341.65
9/8/84,340.65
9/15/84,341.37
9/22/84,341.31
9/29/84,340.85
10/6/84,341.19
10/13/84,341.3
10/20/84,341.91
10/27/84,341.67
11/3/84,342.01
11/10/84,342.65
11/17/84,343.14
11/24/84,343.75
12/1/84,343.6
12/8/84,343.95
12/15/84,344.23
12/22/84,344.58
12/29/84,344.57
1/5/85,344.77
1/12/85,345.01
1/19/85,345.01
1/26/85,345.08
2/2/85,345.95
2/9/85,345.54
2/16/85,345.82
2/23/85,346.37
3/2/85,346.77
3/9/85,347.11
3/16/85,347.58
3/23/85,347.7
3/30/85,348.27
4/6/85,348.04
4/13/85,348.08
4/20/85,348.52
4/27/85,348.84
5/4/85,348.89
5/11/85,349.31
5/18/85,349.18
5/25/85,348.18
6/1/85,349.05
6/8/85,348.49
6/15/85,348.24
6/22/85,347.9
6/29/85,347.47
7/6/85,346.9
7/13/85,346.8
7/20/85,346.43
7/27/85,345.79
8/10/85,344.7
8/17/85,344.5
8/24/85,344.38
8/31/85,343.76
9/7/85,344.29
9/14/85,343.37
9/21/85,342.46
9/28/85,342.13
10/5/85,342.4
10/12/85,342.5
10/19/85,343.14
10/26/85,343.22
11/2/85,343.38
11/9/85,343.77
11/16/85,344.25
11/23/85,344.64
11/30/85,345.3
12/7/85,345.37
12/14/85,345.67
12/21/85,345.17
12/28/85,346.3
1/4/86,346.44
1/11/86,346.09
1/18/86,346.25
1/25/86,346.46
2/1/86,346.22
2/8/86,346.84
2/15/86,347.18
2/22/86,347.2
3/1/86,347.07
3/8/86,346.65
3/15/86,347.22
3/22/86,349.15
